Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Passes_Cmp,Passes_Att,Passes_TotDist,Passes_PrgDist,KP,LastThird,PPA,CrsPA,Tkl,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Clr,Err,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Receiving_Rec,Receiving_Prog,Subs,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost
Jasmin Sehan,de GER,"MF,FW",Werder Bremen,25-178,1997,8,7,551,0,0,0,0,0,0,0.3,0.3,0.2,913b366e,7adbf480,7,2,23.0,0,0.04,-0.3,-0.3,74,142,1209,430,3,8,5,1,19,5,10,4,7,0,7,10,10,0,250,13,48,109,95,13,250,2,8,123,18,1,0,0.78,5,22,-17,-1.45,8.3,13.7,-5.4,-1.34,0,13,9,1,8,10,0,0,41,8,14
Noa Selimhodzic,il ISR,MF,Turbine Potsdam,19-057,2003,6,5,405,0,0,0,0,0,0,0.1,0.1,0.1,77406889,de550500,4,4,27.7,0,0.03,-0.1,-0.1,84,138,1332,528,1,19,1,0,7,3,3,1,5,0,5,2,3,0,185,6,38,98,51,2,185,1,11,118,8,3,2,1.13,10,9,+1,+0.60,6.8,6.0,+0.8,-0.16,0,8,4,0,3,5,0,0,30,1,5
Elisa Senß,de GER,MF,Leverkusen,25-071,1997,10,10,896,1,2,0,0,2,0,0.7,0.7,2.2,30bfca52,c6d4860a,17,4,23.8,0,0.04,+0.3,+0.3,373,467,7040,2119,12,37,10,2,17,4,10,3,8,0,8,14,9,1,587,9,110,358,136,10,587,14,22,360,19,2,1,3.00,20,3,+17,0.00,14.3,3.0,+11.3,+0.12,0,22,30,0,29,10,0,0,95,8,6
Laura Sieger,de GER,GK,SV Meppen,22-296,2000,9,9,810,0,1,0,0,0,0,0.0,0.0,0.1,90177ab1,4ed1418c,0,0,,0,,0.0,0.0,349,441,8257,4484,1,3,0,0,0,0,0,0,0,0,0,1,5,2,469,416,467,2,0,0,469,0,0,207,0,0,6,0.00,1,5,-4,-0.83,3.6,3.6,0.0,+0.27,0,0,8,0,0,0,0,0,19,7,0
Caroline Siems,de GER,"DF,FW",Leverkusen,23-216,1999,8,7,640,3,0,0,0,1,0,0.6,0.6,0.3,aa747108,c6d4860a,5,4,16.4,0,0.12,+2.4,+2.4,285,393,4508,1887,4,20,1,1,9,6,3,0,7,4,3,6,11,0,454,16,139,203,117,6,454,5,9,268,29,1,3,1.17,6,8,-2,+1.19,2.9,10.1,-7.1,+0.30,0,2,5,0,14,5,0,0,49,3,3
Carolin Simon,de GER,DF,Bayern Munich,30-017,1992,8,8,713,0,5,0,0,3,0,0.3,0.3,2.8,aaf0780f,51ec22be,7,2,26.1,4,0.04,-0.3,-0.3,452,562,8432,3188,20,25,14,6,23,7,12,4,9,3,6,18,11,0,636,16,182,292,166,9,636,4,4,355,24,0,1,,,,,,,,,,0,7,4,6,36,15,0,0,60,9,1
Teninsoun Sissoko,fr FRA,DF,Turbine Potsdam,30-100,1992,1,1,41,0,0,0,0,0,0,0.0,0.0,0.0,84bb63a4,de550500,0,0,,0,,0.0,0.0,15,17,286,140,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,4,12,5,1,0,18,0,0,11,0,0,1,2.22,19,11,+8,-0.81,13.9,6.7,+7.2,-1.82,0,0,0,0,0,0,0,0,2,1,0
Georgia Stanway,eng ENG,MF,Bayern Munich,23-342,1999,9,9,761,1,1,0,0,5,0,1.6,1.6,1.2,89c43b54,51ec22be,21,7,23.0,0,0.08,-0.6,-0.6,503,597,9829,2743,17,63,14,3,15,6,4,5,12,4,8,12,2,0,684,9,127,408,158,17,684,13,22,524,25,0,0,2.50,26,3,+23,,19.7,5.0,+14.7,,0,17,9,0,8,12,0,0,69,3,1
Jenske Steenwijk,nl NED,"FW,MF",SV Meppen,18-033,2004,4,0,48,0,0,0,0,0,0,0.0,0.0,0.0,cfd1bd72,4ed1418c,1,0,34.6,0,0.01,0.0,0.0,11,22,251,131,0,2,0,0,4,3,1,0,1,0,1,2,2,0,31,1,14,13,4,0,31,0,0,11,0,1,0,0.78,7,17,-10,+2.38,7.4,10.1,-2.7,+0.51,0,1,0,0,0,2,0,0,7,0,0
Greta Stegemann,de GER,DF,Freiburg,21-302,2001,8,8,720,0,0,0,0,2,0,1.0,1.0,0.7,45c1817c,b4de690d,3,1,10.5,0,0.33,-1.0,-1.0,377,461,8134,2560,3,19,2,1,17,8,6,3,17,8,9,22,21,1,547,67,351,175,22,6,547,3,4,314,2,2,0,0.57,5,17,-12,-0.47,7.0,10.9,-3.9,-0.50,0,6,6,0,2,11,1,0,59,3,5
Judith Steinert,de GER,DF,Freiburg,27-077,1995,9,3,381,1,0,0,0,1,0,0.5,0.5,0.2,b34e600e,b4de690d,3,3,8.0,0,0.16,+0.5,+0.5,112,184,1911,1069,3,15,1,0,11,7,2,2,11,1,10,9,18,0,239,17,104,94,46,6,239,0,5,96,7,0,0,0.00,2,7,-5,-0.25,1.2,3.6,-2.4,+0.58,0,3,3,1,3,9,0,0,23,4,6
Maja Sternad,de GER,FW,Werder Bremen,18-348,2003,9,9,664,0,0,0,0,1,0,1.7,1.7,0.5,03224c76,7adbf480,14,4,11.8,0,0.12,-1.7,-1.7,68,126,1115,261,5,6,6,3,7,2,2,3,8,0,8,0,1,0,227,1,10,92,128,31,227,4,17,144,41,0,0,1.33,7,9,-2,-15.22,6.9,12.9,-6.1,-5.68,0,18,9,6,13,5,0,0,21,11,17
Beke Sterner,de GER,DF,Essen,19-292,2003,9,9,810,0,2,0,0,0,0,0.3,0.3,1.3,b8894d39,becc1dd0,4,1,11.3,0,0.08,-0.3,-0.3,247,443,4425,2684,5,18,7,5,16,9,6,1,17,6,11,12,8,0,516,16,185,220,119,8,516,6,10,202,7,2,0,3.00,26,4,+22,+0.41,17.5,4.1,+13.4,-0.28,0,7,15,0,22,12,0,0,59,13,15
Samantha Steuerwald,de GER,DF,Freiburg,24-061,1998,8,8,620,0,0,0,0,0,0,0.5,0.5,0.1,444e3ae7,b4de690d,9,1,14.5,0,0.06,-0.5,-0.5,326,418,7379,2938,2,27,3,1,23,13,10,0,9,5,4,14,20,2,497,48,284,196,18,6,497,5,6,300,2,0,5,,,,,,,,,,0,11,3,0,1,16,0,0,67,9,7
Tainara,br BRA,DF,Bayern Munich,23-234,1999,10,9,800,1,0,0,0,2,0,0.2,0.2,0.6,876638de,51ec22be,2,2,13.3,0,0.12,+0.8,+0.8,691,758,14004,5535,4,74,5,2,11,7,4,0,10,5,5,11,15,0,814,42,333,445,37,2,814,2,2,642,3,0,0,2.30,23,12,+11,+2.53,17.1,5.5,+11.6,+3.06,0,10,1,0,3,6,0,0,56,5,4
Agata Tarczyńska,pl POL,"FW,MF",Werder Bremen,34-167,1988,5,2,235,0,0,0,0,0,0,0.3,0.3,0.4,880e474e,7adbf480,5,1,18.0,0,0.07,-0.3,-0.3,42,68,599,105,5,1,2,1,0,0,0,0,1,0,1,0,0,0,89,0,4,36,49,13,89,0,2,63,14,0,1,,,,,,,,,,0,1,1,0,3,0,0,0,10,1,1
Ella Touon,ch SUI,DF,Essen,19-126,2003,7,6,509,0,0,0,0,3,0,0.1,0.1,0.4,dc0ea11a,becc1dd0,2,0,16.7,1,0.06,-0.1,-0.1,129,217,2165,1439,5,11,2,1,17,8,7,2,10,0,10,14,13,0,282,13,96,131,62,1,282,1,2,86,3,4,4,2.25,0,0,0,+0.12,0.0,0.6,-0.6,-1.00,0,5,1,0,11,11,0,0,37,3,3
Lena Triendl,at AUT,"FW,MF",Werder Bremen,22-276,2000,5,0,122,0,0,0,0,0,0,0.0,0.0,0.0,2488138c,7adbf480,0,0,,0,,0.0,0.0,14,26,193,71,1,1,2,1,2,1,1,0,1,0,1,0,0,0,42,0,3,15,25,2,42,0,2,23,8,0,6,,,,,,,,,,0,3,0,1,5,2,0,0,5,0,1
Martina Tufeković,hr CRO,GK,Hoffenheim,28-148,1994,7,7,630,0,0,0,0,1,0,0.0,0.0,0.0,b78aef8b,87705c62,0,0,,0,,0.0,0.0,293,377,6667,5167,0,1,0,0,0,0,0,0,0,0,0,0,3,0,402,354,401,1,0,0,402,1,1,206,0,0,0,1.00,10,15,-5,+4.42,11.2,12.2,-1.0,+1.42,0,0,3,0,0,0,0,0,25,1,0
Lilla Turányi,hu HUN,DF,Leverkusen,23-356,1998,9,9,810,0,0,0,0,2,0,0.5,0.5,0.0,747aebe4,c6d4860a,2,0,5.9,0,0.23,-0.5,-0.5,496,617,10314,4447,0,36,1,0,20,15,5,0,8,2,6,11,44,0,710,80,457,248,10,3,710,0,0,466,0,2,1,0.88,5,22,-17,-2.14,8.0,12.6,-4.6,-0.70,0,4,5,0,1,16,0,0,76,14,12
Lena Uebach,de GER,"MF,FW",Köln,22-133,2000,8,0,77,0,0,0,0,1,0,0.1,0.1,0.0,40599da6,88ddc98e,2,2,16.9,0,0.06,-0.1,-0.1,13,23,167,80,0,1,0,0,6,2,4,0,2,0,2,0,0,0,41,1,6,26,10,1,41,1,2,21,5,5,2,0.17,0,7,-7,-1.99,1.0,5.7,-4.8,-1.22,0,1,2,0,0,5,0,0,7,0,0
Melissa Ugochukwu,de GER,"FW,MF",MSV Duisburg,19-296,2003,5,0,119,0,0,0,0,0,0,0.1,0.1,0.0,8a6e2a19,0580d9a9,1,0,10.4,0,0.15,-0.1,-0.1,11,23,94,6,0,0,0,0,3,0,3,0,2,0,2,1,1,0,40,1,4,23,13,2,40,0,0,24,2,2,0,2.44,19,2,+17,+0.62,14.2,3.7,+10.6,+0.26,0,1,0,0,1,2,0,0,4,5,6
Michelle Ulbrich,de GER,DF,Werder Bremen,26-038,1996,9,9,791,0,0,0,1,3,0,1.2,0.4,0.1,e8840be1,7adbf480,9,2,21.0,2,0.05,-1.2,-0.4,253,368,5360,2485,4,30,2,0,17,14,2,1,15,8,7,18,29,0,462,42,240,191,37,20,461,0,1,212,2,0,2,,,,,,,,,,0,8,4,0,2,12,1,0,71,13,12
Selina Vobian,de GER,FW,Freiburg,20-075,2002,2,0,17,0,0,0,0,0,0,0.0,0.0,0.0,71f80447,b4de690d,0,0,,0,,0.0,0.0,4,6,53,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,2,4,1,0,7,0,0,2,1,0,0,3.00,26,5,+21,-0.02,15.7,5.0,+10.7,-1.88,0,1,0,0,0,0,0,0,4,0,0
Laura Vogt,de GER,"FW,MF",Köln,21-212,2001,2,0,30,0,0,0,0,0,0,0.0,0.0,0.0,99c4eb1a,88ddc98e,0,0,,0,,0.0,0.0,4,7,63,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,3,4,3,1,10,0,0,6,0,0,1,2.22,18,11,+7,-0.33,14.1,5.0,+9.1,+0.69,0,2,0,0,0,1,0,0,0,0,0
Jana Vojteková,sk SVK,DF,Freiburg,31-121,1991,6,2,185,1,2,0,0,1,0,0.1,0.1,1.8,28b832f1,b4de690d,4,2,31.0,1,0.02,+0.9,+0.9,103,138,1863,971,6,7,4,2,5,1,4,0,4,0,4,2,1,0,158,2,28,72,60,4,158,1,2,86,8,4,0,0.57,3,13,-10,-0.81,5.2,7.1,-1.9,+0.08,0,2,1,1,16,2,0,0,13,1,2
Ricarda Walkling,de GER,MF,Werder Bremen,25-267,1997,7,3,262,0,0,0,0,0,0,0.1,0.1,0.3,e786e6f7,7adbf480,4,1,21.6,0,0.03,-0.1,-0.1,83,122,1310,435,2,13,5,0,2,1,1,0,3,0,3,1,0,0,138,2,24,86,29,1,138,2,2,78,6,0,1,,,,,,,,,,0,1,3,0,2,2,0,0,37,2,3
Carlotta Wamser,de GER,"MF,FW",E. Frankfurt,19-040,2003,7,0,133,0,0,0,0,0,0,0.3,0.3,0.0,e2b70fe7,97b7c0e8,6,1,19.5,0,0.06,-0.3,-0.3,48,61,812,114,1,3,3,0,3,1,1,1,1,0,1,2,0,0,94,0,4,26,65,7,94,1,7,66,13,2,7,0.00,0,2,-2,-5.41,0.3,1.3,-1.0,-2.00,0,5,2,0,1,3,0,0,10,0,1
Tabea Waßmuth,de GER,FW,Wolfsburg,26-108,1996,5,4,285,1,2,0,0,0,0,1.2,1.2,1.1,277cdd4e,a1393014,8,2,12.0,0,0.14,-0.2,-0.2,51,89,956,312,8,4,7,4,4,2,0,2,1,0,1,1,2,0,124,1,9,46,71,20,124,0,2,82,29,1,1,3.00,28,1,+27,+4.06,17.6,4.1,+13.4,+0.27,0,4,0,3,15,4,0,0,18,2,4
Joelle Wedemeyer,de GER,DF,Wolfsburg,26-121,1996,6,1,169,0,0,0,0,0,0,0.0,0.0,0.3,2e03aaa7,a1393014,0,0,,0,,0.0,0.0,84,108,1556,672,2,7,2,1,3,2,1,0,2,1,1,10,2,0,131,8,48,60,23,1,131,0,0,58,5,1,1,0.00,4,22,-18,-0.61,4.8,19.0,-14.2,-1.02,0,2,1,0,4,2,0,0,11,1,0
Sophie Weidauer,de GER,"DF,MF",Turbine Potsdam,20-304,2002,9,9,806,0,0,0,0,1,0,0.3,0.3,0.2,68f5b63a,de550500,6,3,20.2,0,0.06,-0.3,-0.3,205,310,3943,1219,6,21,5,1,12,6,5,1,15,4,11,12,17,0,398,34,131,200,71,7,398,3,5,214,15,1,3,3.00,0,0,0,-2.32,0.1,0.0,+0.1,+0.33,0,10,17,1,5,6,0,0,45,8,12
Michelle Weiß,de GER,DF,Werder Bremen,21-198,2001,2,0,48,0,0,0,0,1,0,0.0,0.0,0.0,f370e5df,7adbf480,0,0,,0,,0.0,0.0,3,16,68,23,0,0,0,0,3,3,0,0,1,0,1,0,1,0,21,1,8,10,4,1,21,1,1,7,2,2,4,3.00,4,2,+2,+0.79,3.5,0.6,+2.9,+1.65,0,1,0,0,2,0,0,0,4,0,0
Lisa-Marie Weiss,de GER,DF,SV Meppen,25-036,1997,9,9,810,1,0,1,2,1,0,1.7,0.1,0.1,b0d8540e,4ed1418c,1,0,30.7,0,0.12,-0.7,-0.1,358,502,7405,3052,2,22,2,1,18,12,5,1,7,2,5,25,25,0,576,107,368,187,24,5,574,5,5,318,4,1,1,0.00,4,12,-8,-0.85,4.7,7.9,-3.2,-0.17,0,2,5,1,5,6,0,0,56,10,8
Anna Wellmann,de GER,GK,Turbine Potsdam,27-206,1995,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,15492043,de550500,0,0,,0,,0.0,0.0,87,146,2795,2092,0,4,0,0,0,0,0,0,0,0,0,0,1,0,154,128,153,1,0,0,154,0,0,56,0,0,2,,,,,,,,,,0,0,0,0,0,0,0,0,3,1,0
Luisa Wensing,de GER,DF,Freiburg,29-306,1993,3,1,180,0,0,0,0,0,0,0.0,0.0,0.0,43ac3f26,b4de690d,0,0,,0,,0.0,0.0,66,79,1312,541,0,3,0,0,1,1,0,0,4,2,2,2,3,0,90,12,59,29,2,0,90,0,0,53,1,3,0,2.50,17,3,+14,-0.58,11.7,3.0,+8.7,-0.47,0,1,0,0,0,1,0,0,7,1,2
Martyna Wiankowska,pl POL,"MF,FW",Turbine Potsdam,25-352,1996,10,10,838,2,0,0,0,3,0,1.4,1.4,1.4,83188bdb,de550500,14,7,15.7,1,0.10,+0.6,+0.6,161,291,2618,955,11,6,5,1,10,5,2,3,12,5,7,6,25,0,430,33,100,149,184,20,430,5,14,246,30,0,0,1.33,8,9,-1,,7.2,12.9,-5.7,,0,15,20,10,36,4,0,1,56,18,22
Reena Wichmann,de GER,"MF,FW",Werder Bremen,24-333,1998,7,5,407,0,0,0,0,0,0,0.3,0.3,0.1,c7d1078c,7adbf480,5,2,18.5,0,0.06,-0.3,-0.3,49,102,658,282,4,6,2,0,10,4,4,2,6,0,6,3,2,0,165,4,22,77,67,15,165,3,8,79,18,0,0,0.25,3,9,-6,+1.09,1.9,6.7,-4.8,+0.58,0,5,7,2,4,7,0,0,29,2,4
Manjou Wilde,de GER,"MF,FW",Köln,27-236,1995,9,7,527,0,0,0,0,0,0,0.3,0.3,0.3,ffe55719,88ddc98e,6,2,18.9,0,0.05,-0.3,-0.3,90,153,1422,595,1,10,2,1,1,0,0,1,2,0,2,4,4,0,199,9,37,96,67,12,199,4,9,119,16,1,0,0.38,3,8,-5,+1.27,5.2,6.6,-1.4,+1.05,0,3,4,3,7,0,0,0,24,1,2
Lynn Wilms,nl NED,DF,Wolfsburg,22-069,2000,8,7,639,0,3,0,0,0,0,0.1,0.1,1.7,3c0b2466,a1393014,2,1,24.2,0,0.03,-0.1,-0.1,432,567,7932,2996,12,43,15,10,21,13,6,2,8,1,7,15,13,0,643,22,164,316,167,8,643,3,14,355,17,1,0,0.00,2,14,-12,-0.67,2.2,11.1,-8.9,-0.55,0,6,5,3,35,16,0,0,58,11,2
Sophia Winkler,de GER,GK,Essen,19-165,2003,9,9,810,0,0,0,0,0,0,0.0,0.0,0.0,ae28cbcb,becc1dd0,0,0,,0,,0.0,0.0,207,335,5535,4049,0,3,0,0,2,2,0,0,0,0,0,0,6,0,353,291,352,1,0,0,353,0,0,128,0,0,0,1.20,15,16,-1,-0.10,14.4,12.0,+2.4,+0.25,0,0,3,0,0,2,0,0,19,3,0
Juliane Wirtz,de GER,"FW,MF",Leverkusen,21-111,2001,8,6,568,1,2,0,0,0,0,1.6,1.6,1.0,f9482141,c6d4860a,11,2,17.3,0,0.15,-0.6,-0.6,209,285,3453,957,11,13,8,0,12,4,5,3,7,2,5,1,5,0,353,10,74,163,121,15,353,6,11,242,25,0,0,1.33,8,9,-1,,7.2,12.9,-5.7,,0,10,6,7,8,7,0,0,47,5,3
Meret Wittje,de GER,MF,Freiburg,23-154,1999,9,9,810,0,0,0,0,2,0,0.3,0.3,0.2,18c75eec,b4de690d,5,1,28.2,0,0.05,-0.3,-0.3,241,379,4738,1521,6,22,2,0,34,16,16,2,17,2,15,20,14,0,498,19,168,298,37,3,498,1,1,220,6,1,0,0.75,9,14,-5,-2.09,8.2,9.3,-1.1,-1.37,0,8,7,0,2,21,0,0,76,6,6
Pia-Sophie Wolter,de GER,"FW,DF",Wolfsburg,25-028,1997,2,0,23,0,0,0,0,0,0,0.2,0.2,0.0,8ddc3ad5,a1393014,1,1,13.0,0,0.19,-0.2,-0.2,10,11,153,30,0,1,0,0,2,1,1,0,0,0,0,0,1,0,15,1,2,6,7,1,15,0,0,8,3,0,0,2.38,17,2,+15,-1.96,13.5,4.6,+8.9,-1.65,0,0,0,0,1,1,0,0,1,0,1
Riola Xhemaili,ch SUI,MF,Freiburg,19-281,2003,9,4,375,2,1,0,0,0,0,1.3,1.3,0.8,fcef69b4,b4de690d,8,3,19.1,1,0.17,+0.7,+0.7,80,120,1530,524,7,13,6,0,7,4,2,1,6,1,5,1,3,0,167,3,23,91,54,11,167,3,7,101,11,0,4,,,,,,,,,,0,9,7,1,3,4,0,0,25,7,5
Sarah Zadrazil,at AUT,MF,Bayern Munich,29-295,1993,9,9,810,1,3,0,0,0,0,0.6,0.6,0.5,45ffafbf,51ec22be,8,5,21.8,0,0.08,+0.4,+0.4,527,600,9240,2655,8,71,11,0,17,4,12,1,13,2,11,12,10,0,684,15,110,447,131,7,684,4,8,494,24,0,1,0.00,0,1,-1,+0.11,0.0,0.9,-0.9,-0.24,0,6,13,0,1,10,0,0,74,5,3
Weronika Zawistowska,pl POL,MF,Köln,22-359,1999,8,7,629,0,0,0,0,4,1,0.5,0.5,0.7,a204c740,88ddc98e,9,0,20.5,0,0.06,-0.5,-0.5,96,169,1504,450,7,6,5,3,10,3,4,3,8,0,8,5,2,0,251,5,46,100,110,20,251,5,13,158,27,0,0,2.44,24,3,+21,+1.19,17.6,4.0,+13.6,+0.89,1,8,24,3,12,6,0,0,41,1,2
Sofie Zdebel,de GER,"MF,FW",Leverkusen,18-125,2004,6,1,124,0,0,0,0,0,0,0.3,0.3,0.2,d081f844,c6d4860a,3,0,24.3,0,0.09,-0.3,-0.3,31,41,466,195,1,4,0,0,4,0,3,1,1,1,0,1,0,0,58,2,8,35,15,2,58,0,4,38,7,0,3,,,,,,,,,,0,2,0,0,1,3,0,0,7,0,1
Cora Zical,de GER,FW,Freiburg,,,9,2,263,2,3,0,0,0,0,1.1,1.1,0.4,7b88d1f0,b4de690d,9,4,18.9,0,0.13,+0.9,+0.9,56,81,906,171,6,5,2,0,16,4,8,4,7,0,7,3,2,0,143,2,23,66,58,16,143,10,20,74,20,0,5,,,,,,,,,,0,7,2,1,4,5,0,0,27,0,4
Yvonne Zielinski,de GER,"MF,DF",MSV Duisburg,33-010,1989,8,8,720,3,0,0,0,0,0,0.5,0.5,0.4,75a25556,0580d9a9,8,6,23.2,0,0.06,+2.5,+2.5,114,196,1597,952,5,8,4,1,18,9,7,2,16,0,16,15,19,0,299,23,111,134,60,8,299,4,9,126,12,4,4,0.75,2,2,0,+0.12,0.7,1.9,-1.2,-1.67,0,3,7,0,7,13,0,0,47,3,7
Arianna Acuti,it ITA,"MF,DF",Parma Calcio 1913,26-052,1996,10,3,353,1,1,0,0,0,0,0.4,0.4,0.4,31ec2aec,f7d05cb5,6,2,14.4,0,0.06,+0.6,+0.6,79,112,1158,336,2,2,3,1,8,7,0,1,5,0,5,4,9,0,166,10,49,65,52,10,166,3,7,79,13,7,1,0.50,2,12,-10,-1.06,3.6,5.7,-2.1,+0.59,0,5,4,3,6,5,0,0,25,1,2
Greta Adami,it ITA,MF,AC Milan,30-134,1992,9,7,609,0,0,0,0,4,0,0.7,0.7,0.8,231286ac,54da9a57,15,4,20.7,0,0.04,-0.7,-0.7,173,256,3205,1243,6,20,2,0,18,4,10,4,6,1,5,11,10,0,326,14,61,193,73,15,326,1,1,167,7,2,2,1.44,13,13,0,-0.57,10.9,10.0,+0.9,-0.01,0,7,5,0,2,10,0,0,42,7,10
Laura Agard,fr FRA,DF,Fiorentina,33-138,1989,9,8,734,0,0,0,0,1,0,0.2,0.2,0.5,1694020f,c99ff6e5,4,1,13.6,0,0.06,-0.2,-0.2,334,412,6501,3105,3,19,1,0,14,13,1,0,3,1,2,8,26,0,468,64,275,175,21,7,468,0,3,275,3,1,1,2.33,17,8,+9,+2.14,14.1,9.0,+5.1,+0.72,0,6,2,3,4,13,0,0,55,2,4
Lisa Alborghetti,it ITA,DF,Internazionale,29-175,1993,7,6,585,0,1,0,0,2,0,0.5,0.5,0.1,6f94b2a9,06d05f19,8,1,16.9,0,0.07,-0.5,-0.5,291,346,6963,2981,2,22,4,1,7,3,4,0,11,5,6,11,25,1,415,51,241,156,20,9,415,0,1,274,1,1,5,1.86,20,6,+14,+2.15,13.5,6.8,+6.7,+0.92,0,8,4,0,3,2,0,0,33,4,7
Verena Amorim,br BRA,FW,ASD Calcio Pomigliano,,,10,7,577,2,1,0,0,1,0,2.0,2.0,0.3,903d318d,9f18ced7,9,5,15.2,0,0.23,0.0,0.0,49,71,696,187,5,3,1,0,6,2,0,4,8,0,8,3,1,0,148,2,21,71,63,24,148,3,11,101,28,0,5,,,,,,,,,,0,12,12,1,0,3,0,0,14,4,5
Andressa,br BRA,"MF,FW",AS Roma,30-031,1992,9,8,680,1,1,0,0,0,0,1.2,1.2,2.2,cd3e01dc,02f8d026,21,9,23.4,3,0.06,-0.2,-0.2,267,376,4245,1035,22,33,13,3,7,1,3,3,9,1,8,4,4,0,445,4,30,191,231,15,445,5,14,289,42,3,0,1.00,8,11,-3,+1.14,5.9,8.2,-2.3,+1.15,0,15,10,1,45,6,0,0,51,3,4
Gaia Apicella,it ITA,DF,ASD Calcio Pomigliano,29-044,1993,5,4,364,0,0,0,0,0,0,0.1,0.1,0.0,e9e33cfb,9f18ced7,1,0,9.7,0,0.09,-0.1,-0.1,87,107,1804,932,0,3,0,0,3,1,2,0,6,6,0,1,19,0,149,42,114,34,3,1,149,0,1,71,0,1,1,2.67,13,3,+10,-1.00,13.9,3.6,+10.3,-0.49,0,5,3,0,0,3,0,0,17,1,2
Roberta Aprile,it ITA,GK,Juventus,22-019,2000,3,3,270,0,0,0,0,0,0,0.0,0.0,0.0,efe90af2,613577b8,0,0,,0,,0.0,0.0,69,77,1401,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,58,80,0,0,0,80,0,0,37,0,1,7,1.20,5,6,-1,+1.14,3.0,9.2,-6.1,-0.94,0,0,0,0,0,0,0,0,5,0,0
Guðný Árnadóttir,is ISL,DF,AC Milan,22-129,2000,12,11,1023,0,2,0,0,3,0,0.1,0.1,0.8,0bbcef21,54da9a57,3,2,29.6,0,0.03,-0.1,-0.1,272,433,5795,3356,6,42,7,4,11,9,2,0,4,3,1,16,30,0,520,40,232,238,54,1,520,5,13,241,2,0,8,2.00,8,5,+3,-0.87,6.7,1.9,+4.8,+0.60,0,5,1,0,12,6,0,0,79,3,2
Giorgia Arrigoni,it ITA,"FW,MF",Parma Calcio 1913,18-068,2004,6,4,299,0,1,0,0,2,0,0.2,0.2,0.1,8f20314b,f7d05cb5,1,0,11.3,0,0.19,-0.2,-0.2,24,43,438,160,1,2,2,2,10,3,6,1,1,0,1,3,0,0,69,1,7,31,33,4,69,0,3,37,11,0,5,,,,,,,,,,0,6,4,6,7,6,0,0,8,1,1
Kosovare Asllani,se SWE,"MF,FW",AC Milan,33-135,1989,11,11,906,7,0,0,0,3,0,3.0,3.0,1.0,1d994521,54da9a57,27,12,15.0,0,0.11,+4.0,+4.0,199,286,3058,919,13,19,12,2,16,1,10,5,4,1,3,3,2,0,400,1,19,172,212,51,400,6,26,261,52,1,0,1.58,25,19,+6,+5.26,17.9,15.3,+2.6,+1.74,0,29,12,1,26,9,0,0,40,10,11
Rachele Baldi,it ITA,GK,Fiorentina,28-070,1994,2,2,180,0,0,0,0,0,0,0.0,0.0,0.0,377627a8,c99ff6e5,0,0,,0,,0.0,0.0,61,77,1583,1138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,70,80,1,1,0,82,0,0,40,0,2,1,0.33,2,10,-8,-0.79,3.4,4.9,-1.5,+0.68,0,0,3,0,0,0,0,0,0,1,0
Sara Baldi,it ITA,"MF,FW",UC Sampdoria,22-242,2000,8,6,494,1,0,0,0,0,1,1.6,1.6,1.1,4d53125d,58e367c3,9,3,15.2,0,0.18,-0.6,-0.6,69,124,1202,510,6,7,3,1,8,4,1,3,6,0,6,2,4,0,164,6,36,76,52,9,164,4,5,108,14,0,1,1.73,25,18,+7,+2.76,16.5,13.3,+3.2,+1.11,0,4,4,2,11,4,0,0,18,1,2
Marija Banušić,se SWE,"MF,FW",Parma Calcio 1913,27-085,1995,6,6,483,2,0,0,0,0,0,1.9,1.9,0.5,f5169f62,f7d05cb5,13,3,21.2,1,0.15,+0.1,+0.1,68,110,1171,432,6,10,3,0,2,2,0,0,4,1,3,2,5,0,158,8,25,75,61,11,158,13,19,94,13,0,12,,,,,,,,,,0,7,7,4,6,1,0,0,20,1,1
